date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-01-21,AG,1747,685845,11020,0.25,0.13,1.61,893.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-22,AG,1195,685845,12215,0.17,0.14,1.78,946.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-23,AG,138,685845,12353,0.02,0.15,1.8,1032.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-24,AG,2,685845,12355,0,0.14,1.8,974.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-25,AG,1225,685845,13580,0.18,0.14,1.98,931.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-26,AG,1519,685845,15099,0.22,0.12,2.2,827.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-27,AG,997,685845,16096,0.15,0.12,2.35,807.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-28,AG,1446,685845,17542,0.21,0.12,2.56,807.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-29,AG,464,685845,18006,0.07,0.11,2.63,718,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-30,AG,0,685845,18006,0,0.1,2.63,682.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-01-31,AG,0,685845,18006,0,0.11,2.63,759.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-01,AG,600,685845,18606,0.09,0.11,2.71,724.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-02,AG,1269,685845,19875,0.19,0.12,2.9,840.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-03,AG,1536,685845,21411,0.22,0.13,3.12,847.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-04,AG,1204,685845,22615,0.18,0.13,3.3,847.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-05,AG,1277,685845,23892,0.19,0.13,3.48,855,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-06,AG,46,685845,23938,0.01,0.12,3.49,824.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-07,AG,3,685845,23941,0,0.11,3.49,784.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-08,AG,650,685845,24591,0.09,0.11,3.59,764.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-09,AG,1055,685845,25646,0.15,0.1,3.74,718.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-10,AG,1256,685845,26902,0.18,0.1,3.92,720.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-11,AG,1067,685845,27969,0.16,0.1,4.08,720.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-12,AG,952,685845,28921,0.14,0.11,4.22,766,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-13,AG,63,685845,28984,0.01,0.11,4.23,742.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-14,AG,0,685845,28984,0,0.1,4.23,681.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-15,AG,969,685845,29953,0.14,0.09,4.37,615.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-16,AG,889,685845,30842,0.13,0.09,4.5,593.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-17,AG,829,685845,31671,0.12,0.11,4.62,750.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-18,AG,607,685845,32278,0.09,0.11,4.71,750.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-19,AG,799,685845,33077,0.12,0.11,4.82,747.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-20,AG,1161,685845,34238,0.17,0.12,4.99,790.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-21,AG,0,685845,34238,0,0.13,4.99,899.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-22,AG,946,685845,35184,0.14,0.16,5.13,1065.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-23,AG,1194,685845,36378,0.17,0.17,5.3,1194,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-24,AG,1591,685845,37969,0.23,0.17,5.54,1162.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-25,AG,1769,685845,39738,0.26,0.17,5.79,1163.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-26,AG,1697,685845,41435,0.25,0.18,6.04,1234.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-27,AG,943,685845,42378,0.14,0.18,6.18,1261.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-02-28,AG,2,685845,42380,0,0.18,6.18,1246.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-01,AG,1447,685845,43827,0.21,0.18,6.39,1216,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-02,AG,1381,685845,45208,0.2,0.18,6.59,1212.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-03,AG,1485,685845,46693,0.22,0.16,6.81,1119.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-04,AG,1557,685845,48250,0.23,0.16,7.04,1119.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-05,AG,1672,685845,49922,0.24,0.17,7.28,1143.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-06,AG,293,685845,50215,0.04,0.18,7.32,1232,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-07,AG,4,685845,50219,0,0.19,7.32,1296.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-08,AG,1612,685845,51831,0.24,0.19,7.56,1302,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-09,AG,2001,685845,53832,0.29,0.18,7.85,1245,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-10,AG,1935,685845,55767,0.28,0.18,8.13,1248.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-11,AG,1597,685845,57364,0.23,0.18,8.36,1247.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-12,AG,1273,685845,58637,0.19,0.17,8.55,1145.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-13,AG,316,685845,58953,0.05,0.15,8.6,997.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-14,AG,0,685845,58953,0,0.12,8.6,844.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-15,AG,898,685845,59851,0.13,0.11,8.73,776.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-16,AG,965,685845,60816,0.14,0.11,8.87,735,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-17,AG,864,685845,61680,0.13,0.11,8.99,752.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-18,AG,1120,685845,62800,0.16,0.11,9.16,752.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-19,AG,982,685845,63782,0.14,0.12,9.3,814.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-20,AG,437,685845,64219,0.06,0.14,9.36,947.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-21,AG,0,685845,64219,0,0.15,9.36,1031.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-22,AG,1333,685845,65552,0.19,0.16,9.56,1074.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-23,AG,1896,685845,67448,0.28,0.17,9.83,1141.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-24,AG,1454,685845,68902,0.21,0.17,10.05,1138,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-25,AG,1419,685845,70321,0.21,0.17,10.25,1147,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-26,AG,1453,685845,71774,0.21,0.18,10.47,1201.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-27,AG,411,685845,72185,0.06,0.18,10.52,1236.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-28,AG,63,685845,72248,0.01,0.19,10.53,1321.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-29,AG,1715,685845,73963,0.25,0.2,10.78,1402.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-30,AG,2140,685845,76103,0.31,0.18,11.1,1258.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-03-31,AG,2052,685845,78155,0.3,0.2,11.4,1367.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-01,AG,1982,685845,80137,0.29,0.2,11.68,1358.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-02,AG,447,685845,80584,0.07,0.18,11.75,1208.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-03,AG,1176,685845,81760,0.17,0.17,11.92,1184.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-04,AG,0,685845,81760,0,0.18,11.92,1209.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-05,AG,664,685845,82424,0.1,0.2,12.02,1325.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-06,AG,1970,685845,84394,0.29,0.24,12.31,1644,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-07,AG,2230,685845,86624,0.33,0.25,12.63,1695.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-08,AG,2789,685845,89413,0.41,0.26,13.04,1748.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-09,AG,2679,685845,92092,0.39,0.29,13.43,2009.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-10,AG,1537,685845,93629,0.22,0.31,13.65,2134.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-11,AG,372,685845,94001,0.05,0.33,13.71,2285.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-12,AG,2489,685845,96490,0.36,0.36,14.07,2464.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-13,AG,2844,685845,99334,0.41,0.36,14.48,2517.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-14,AG,3288,685845,102622,0.48,0.36,14.96,2507.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-15,AG,4043,685845,106665,0.59,0.39,15.55,2679.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-16,AG,3051,685845,109716,0.44,0.4,16,2787.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-17,AG,1464,685845,111180,0.21,0.42,16.21,2859.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-18,AG,1575,685845,112755,0.23,0.43,16.44,2968.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-19,AG,3247,685845,116002,0.47,0.44,16.91,3020.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-20,AG,3346,685845,119348,0.49,0.46,17.4,3147.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-21,AG,4055,685845,123403,0.59,0.46,17.99,3134.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-22,AG,4408,685845,127811,0.64,0.46,18.64,3142.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-23,AG,3938,685845,131749,0.57,0.44,19.21,3023.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-24,AG,1374,685845,133123,0.2,0.42,19.41,2878.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-25,AG,1628,685845,134751,0.24,0.39,19.65,2663.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-26,AG,2418,685845,137169,0.35,0.35,20,2405.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-27,AG,2331,685845,139500,0.34,0.34,20.34,2321.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-28,AG,2545,685845,142045,0.37,0.33,20.71,2240.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-29,AG,2603,685845,144648,0.38,0.33,21.09,2247.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-04-30,AG,3350,685845,147998,0.49,0.37,21.58,2560.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-01,AG,806,685845,148804,0.12,0.41,21.7,2808.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-02,AG,1677,685845,150481,0.24,0.44,21.94,3047.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-03,AG,4609,685845,155090,0.67,0.48,22.61,3276.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-04,AG,4072,685845,159162,0.59,0.48,23.21,3319.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-05,AG,4215,685845,163377,0.61,0.49,23.82,3398.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-06,AG,4206,685845,167583,0.61,0.49,24.43,3343.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-07,AG,3651,685845,171234,0.53,0.46,24.97,3178.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-08,AG,1361,685845,172595,0.2,0.45,25.17,3074.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-09,AG,1291,685845,173886,0.19,0.44,25.35,2988.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-10,AG,3452,685845,177338,0.5,0.38,25.86,2616.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-11,AG,3348,685845,180686,0.49,0.36,26.35,2460.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-12,AG,3610,685845,184296,0.53,0.38,26.87,2584.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-13,AG,1602,685845,185898,0.23,0.39,27.1,2640.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-14,AG,2558,685845,188456,0.37,0.36,27.48,2476.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-15,AG,2231,685845,190687,0.33,0.36,27.8,2437.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-16,AG,1685,685845,192372,0.25,0.35,28.05,2406.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-17,AG,2303,685845,194675,0.34,0.39,28.38,2633.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-18,AG,3076,685845,197751,0.45,0.4,28.83,2726.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-19,AG,3390,685845,201141,0.49,0.4,29.33,2757.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-20,AG,3193,685845,204334,0.47,0.38,29.79,2605.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-21,AG,3209,685845,207543,0.47,0.39,30.26,2676.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-22,AG,2449,685845,209992,0.36,0.4,30.62,2706.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-23,AG,617,685845,210609,0.09,0.42,30.71,2869,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-24,AG,2803,685845,213412,0.41,0.45,31.12,3066.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-25,AG,3285,685845,216697,0.48,0.47,31.6,3205,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-26,AG,4527,685845,221224,0.66,0.49,32.26,3321.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-27,AG,4574,685845,225798,0.67,0.52,32.92,3532.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-28,AG,4180,685845,229978,0.61,0.54,33.53,3676.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-29,AG,3265,685845,233243,0.48,0.56,34.01,3795.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-30,AG,2095,685845,235338,0.31,0.55,34.31,3774.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-05-31,AG,3812,685845,239150,0.56,0.56,34.87,3797.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-01,AG,4115,685845,243265,0.6,0.56,35.47,3802.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-02,AG,4382,685845,247647,0.64,0.57,36.11,3894.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-03,AG,4735,685845,252382,0.69,0.57,36.8,3897.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-04,AG,4214,685845,256596,0.61,0.59,37.41,4017.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-05,AG,3906,685845,260502,0.57,0.61,37.98,4155,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-06,AG,2121,685845,262623,0.31,0.63,38.29,4298.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-07,AG,4649,685845,267272,0.68,0.66,38.97,4523.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-08,AG,5078,685845,272350,0.74,0.69,39.71,4694.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-09,AG,5389,685845,277739,0.79,0.68,40.5,4642,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-10,AG,6307,685845,284046,0.92,0.67,41.42,4594.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-11,AG,5410,685845,289456,0.79,0.68,42.2,4636.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-12,AG,3540,685845,292996,0.52,0.67,42.72,4565.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-13,AG,1790,685845,294786,0.26,0.65,42.98,4466.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-14,AG,4942,685845,299728,0.72,0.62,43.7,4230.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-15,AG,4583,685845,304311,0.67,0.59,44.37,4029,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-16,AG,4693,685845,309004,0.68,0.55,45.05,3810.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-17,AG,4658,685845,313662,0.68,0.54,45.73,3729.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-18,AG,3997,685845,317659,0.58,0.5,46.32,3417,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-19,AG,2008,685845,319667,0.29,0.46,46.61,3132.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-20,AG,1223,685845,320890,0.18,0.41,46.79,2824.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-21,AG,2757,685845,323647,0.4,0.37,47.19,2534,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-22,AG,2590,685845,326237,0.38,0.34,47.57,2306.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-23,AG,2536,685845,328773,0.37,0.32,47.94,2174.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-24,AG,2627,685845,331400,0.38,0.3,48.32,2036,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-25,AG,2404,685845,333804,0.35,0.29,48.67,1958.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-26,AG,1082,685845,334886,0.16,0.28,48.83,1901.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-27,AG,256,685845,335142,0.04,0.27,48.87,1842.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-28,AG,2215,685845,337357,0.32,0.25,49.19,1696.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-29,AG,2191,685845,339548,0.32,0.22,49.51,1477.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-06-30,AG,2120,685845,341668,0.31,0.21,49.82,1424,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-01,AG,1607,685845,343275,0.23,0.2,50.05,1398.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-02,AG,871,685845,344146,0.13,0.18,50.18,1211.57,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-03,AG,708,685845,344854,0.1,0.15,50.28,1050,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-04,AG,77,685845,344931,0.01,0.13,50.29,897.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-05,AG,907,685845,345838,0.13,0.12,50.43,811.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-06,AG,1060,685845,346898,0.15,0.12,50.58,845.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-07,AG,1052,685845,347950,0.15,0.12,50.73,819.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-08,AG,1003,685845,348953,0.15,0.12,50.88,814.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-09,AG,1111,685845,350064,0.16,0.11,51.04,784,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-10,AG,525,685845,350589,0.08,0.12,51.12,785.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
2021-07-11,AG,43,685845,350632,0.01,0.12,51.12,790.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed
