date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202139,AG,age,1696,indication,685845,120201,NA,0.116,11.600000000000001,14.6,0.25,17.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AG,age,1168,indication,685845,121369,NA,0.086,8.6,14.499999999999998,0.17,17.7,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AG,chronic_disease,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AG,chronic_disease,8,indication,685845,8,NA,0.033,3.3000000000000003,3.3000000000000003,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AG,chronic_disease,448,indication,685845,456,NA,0.178,17.8,16.5,0.07,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AG,chronic_disease,415,indication,685845,871,NA,0.119,11.899999999999999,13.900000000000002,0.06,0.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AG,chronic_disease,922,indication,685845,1793,NA,0.149,14.899999999999999,14.399999999999999,0.13,0.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AG,chronic_disease,1468,indication,685845,3261,NA,0.232,23.200000000000003,17.4,0.21,0.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AG,chronic_disease,2059,indication,685845,5320,NA,0.238,23.799999999999997,19.400000000000002,0.3,0.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AG,chronic_disease,1792,indication,685845,7112,NA,0.232,23.200000000000003,20.200000000000003,0.26,1.04,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AG,chronic_disease,2727,indication,685845,9839,NA,0.245,24.5,21.3,0.4,1.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AG,chronic_disease,3991,indication,685845,13830,NA,0.268,26.8,22.6,0.58,2.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AG,chronic_disease,3959,indication,685845,17789,NA,0.288,28.799999999999997,23.799999999999997,0.58,2.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AG,chronic_disease,4518,indication,685845,22307,NA,0.332,33.2,25.2,0.66,3.25,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AG,chronic_disease,3332,indication,685845,25639,NA,0.315,31.5,25.900000000000002,0.49,3.74,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AG,chronic_disease,5562,indication,685845,31201,NA,0.339,33.900000000000006,27,0.81,4.55,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AG,chronic_disease,5231,indication,685845,36432,NA,0.333,33.300000000000004,27.800000000000004,0.76,5.31,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AG,chronic_disease,7458,indication,685845,43890,NA,0.357,35.699999999999996,28.9,1.09,6.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AG,chronic_disease,8160,indication,685845,52050,NA,0.324,32.4,29.4,1.19,7.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AG,chronic_disease,12331,indication,685845,64381,NA,0.412,41.199999999999996,31.1,1.8,9.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AG,chronic_disease,6403,indication,685845,70784,NA,0.257,25.7,30.5,0.93,10.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AG,chronic_disease,9873,indication,685845,80657,NA,0.285,28.499999999999996,30.2,1.44,11.76,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AG,chronic_disease,7814,indication,685845,88471,NA,0.239,23.9,29.5,1.14,12.9,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AG,chronic_disease,10221,indication,685845,98692,NA,0.265,26.5,29.2,1.49,14.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AG,chronic_disease,7526,indication,685845,106218,NA,0.184,18.4,28.000000000000004,1.1,15.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AG,chronic_disease,7709,indication,685845,113927,NA,0.15,15,26.5,1.12,16.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AG,chronic_disease,5641,indication,685845,119568,NA,0.113,11.3,24.9,0.82,17.43,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AG,chronic_disease,4273,indication,685845,123841,NA,0.101,10.100000000000001,23.7,0.62,18.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AG,chronic_disease,3147,indication,685845,126988,NA,0.088,8.799999999999999,22.7,0.46,18.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AG,chronic_disease,2229,indication,685845,129217,NA,0.064,6.4,21.8,0.33,18.84,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AG,chronic_disease,1804,indication,685845,131021,NA,0.05,5,20.8,0.26,19.1,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AG,chronic_disease,1666,indication,685845,132687,NA,0.057,5.7,20.200000000000003,0.24,19.35,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AG,chronic_disease,1285,indication,685845,133972,NA,0.067,6.7,19.8,0.19,19.53,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AG,chronic_disease,1032,indication,685845,135004,NA,0.07,7.000000000000001,19.5,0.15,19.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AG,chronic_disease,835,indication,685845,135839,NA,0.065,6.5,19.3,0.12,19.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AG,chronic_disease,862,indication,685845,136701,NA,0.077,7.7,19.1,0.13,19.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AG,chronic_disease,924,indication,685845,137625,NA,0.076,7.6,18.9,0.13,20.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AG,chronic_disease,1163,indication,685845,138788,NA,0.077,7.7,18.7,0.17,20.24,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AG,chronic_disease,1208,indication,685845,139996,NA,0.082,8.200000000000001,18.5,0.18,20.41,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AG,chronic_disease,1315,indication,685845,141311,NA,0.076,7.6,18.2,0.19,20.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AG,chronic_disease,1393,indication,685845,142704,NA,0.072,7.199999999999999,18,0.2,20.81,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AG,chronic_disease,1144,indication,685845,143848,NA,0.071,7.1,17.7,0.17,20.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AG,chronic_disease,1056,indication,685845,144904,NA,0.072,7.199999999999999,17.599999999999998,0.15,21.13,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AG,chronic_disease,1055,indication,685845,145959,NA,0.078,7.8,17.4,0.15,21.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AG,med_prof,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AG,med_prof,227,indication,685845,227,NA,0.93,93,92.7,0.03,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AG,med_prof,244,indication,685845,471,NA,0.097,9.700000000000001,17,0.04,0.07,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AG,med_prof,702,indication,685845,1173,NA,0.201,20.1,18.7,0.1,0.17,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AG,med_prof,789,indication,685845,1962,NA,0.128,12.8,15.8,0.12,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AG,med_prof,1043,indication,685845,3005,NA,0.165,16.5,16,0.15,0.44,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AG,med_prof,1377,indication,685845,4382,NA,0.159,15.9,16,0.2,0.64,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AG,med_prof,2157,indication,685845,6539,NA,0.28,28.000000000000004,18.6,0.31,0.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AG,med_prof,2073,indication,685845,8612,NA,0.187,18.7,18.6,0.3,1.26,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AG,med_prof,1786,indication,685845,10398,NA,0.12,12,17,0.26,1.52,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AG,med_prof,1570,indication,685845,11968,NA,0.114,11.4,16,0.23,1.75,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AG,med_prof,2284,indication,685845,14252,NA,0.168,16.8,16.1,0.33,2.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AG,med_prof,1942,indication,685845,16194,NA,0.184,18.4,16.400000000000002,0.28,2.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AG,med_prof,1583,indication,685845,17777,NA,0.096,9.6,15.4,0.23,2.59,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AG,med_prof,938,indication,685845,18715,NA,0.06,6,14.299999999999999,0.14,2.73,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AG,med_prof,1548,indication,685845,20263,NA,0.074,7.3999999999999995,13.3,0.23,2.95,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AG,med_prof,4946,indication,685845,25209,NA,0.196,19.6,14.2,0.72,3.68,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AG,med_prof,3528,indication,685845,28737,NA,0.118,11.799999999999999,13.900000000000002,0.51,4.19,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AG,med_prof,1915,indication,685845,30652,NA,0.077,7.7,13.200000000000001,0.28,4.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AG,med_prof,2171,indication,685845,32823,NA,0.063,6.3,12.3,0.32,4.79,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AG,med_prof,4740,indication,685845,37563,NA,0.145,14.499999999999998,12.5,0.69,5.48,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AG,med_prof,4791,indication,685845,42354,NA,0.124,12.4,12.5,0.7,6.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AG,med_prof,2512,indication,685845,44866,NA,0.061,6.1,11.799999999999999,0.37,6.54,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AG,med_prof,2162,indication,685845,47028,NA,0.042,4.2,10.9,0.32,6.86,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AG,med_prof,1713,indication,685845,48741,NA,0.034,3.4000000000000004,10.2,0.25,7.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AG,med_prof,1462,indication,685845,50203,NA,0.035,3.5000000000000004,9.6,0.21,7.32,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AG,med_prof,1208,indication,685845,51411,NA,0.034,3.4000000000000004,9.2,0.18,7.5,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AG,med_prof,813,indication,685845,52224,NA,0.023,2.3,8.799999999999999,0.12,7.61,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AG,med_prof,650,indication,685845,52874,NA,0.018,1.7999999999999998,8.4,0.09,7.71,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AG,med_prof,451,indication,685845,53325,NA,0.015,1.5,8.1,0.07,7.78,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AG,med_prof,360,indication,685845,53685,NA,0.019,1.9,7.9,0.05,7.83,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AG,med_prof,355,indication,685845,54040,NA,0.024,2.4,7.8,0.05,7.88,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AG,med_prof,323,indication,685845,54363,NA,0.025,2.5,7.7,0.05,7.93,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AG,med_prof,292,indication,685845,54655,NA,0.026,2.6,7.6,0.04,7.97,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AG,med_prof,316,indication,685845,54971,NA,0.026,2.6,7.5,0.05,8.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AG,med_prof,460,indication,685845,55431,NA,0.031,3.1,7.5,0.07,8.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AG,med_prof,461,indication,685845,55892,NA,0.031,3.1,7.3999999999999995,0.07,8.15,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AG,med_prof,433,indication,685845,56325,NA,0.025,2.5,7.3,0.06,8.21,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AG,med_prof,450,indication,685845,56775,NA,0.023,2.3,7.1,0.07,8.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AG,med_prof,395,indication,685845,57170,NA,0.024,2.4,7.1,0.06,8.34,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AG,med_prof,392,indication,685845,57562,NA,0.027,2.7,7.000000000000001,0.06,8.39,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AG,med_prof,373,indication,685845,57935,NA,0.028,2.8000000000000003,6.9,0.05,8.45,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AG,contact_vuln,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AG,contact_vuln,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AG,contact_vuln,2,indication,685845,2,NA,0.001,0.1,0.1,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AG,contact_vuln,20,indication,685845,22,NA,0.006,0.6,0.4,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AG,contact_vuln,116,indication,685845,138,NA,0.019,1.9,1.0999999999999999,0.02,0.02,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AG,contact_vuln,76,indication,685845,214,NA,0.012,1.2,1.0999999999999999,0.01,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AG,contact_vuln,196,indication,685845,410,NA,0.023,2.3,1.5,0.03,0.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202106,AG,contact_vuln,139,indication,685845,549,NA,0.018,1.7999999999999998,1.6,0.02,0.08,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202107,AG,contact_vuln,191,indication,685845,740,NA,0.017,1.7000000000000002,1.6,0.03,0.11,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202108,AG,contact_vuln,223,indication,685845,963,NA,0.015,1.5,1.6,0.03,0.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202109,AG,contact_vuln,270,indication,685845,1233,NA,0.02,2,1.6,0.04,0.18,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202110,AG,contact_vuln,281,indication,685845,1514,NA,0.021,2.1,1.7000000000000002,0.04,0.22,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202111,AG,contact_vuln,501,indication,685845,2015,NA,0.047,4.7,2,0.07,0.29,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202112,AG,contact_vuln,496,indication,685845,2511,NA,0.03,3,2.1999999999999997,0.07,0.37,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202113,AG,contact_vuln,823,indication,685845,3334,NA,0.052,5.2,2.5,0.12,0.49,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202114,AG,contact_vuln,929,indication,685845,4263,NA,0.045,4.5,2.8000000000000003,0.14,0.62,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202115,AG,contact_vuln,1546,indication,685845,5809,NA,0.061,6.1,3.3000000000000003,0.23,0.85,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202116,AG,contact_vuln,2953,indication,685845,8762,NA,0.099,9.9,4.2,0.43,1.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202117,AG,contact_vuln,9066,indication,685845,17828,NA,0.363,36.3,7.7,1.32,2.6,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202118,AG,contact_vuln,10982,indication,685845,28810,NA,0.317,31.7,10.8,1.6,4.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202119,AG,contact_vuln,4613,indication,685845,33423,NA,0.141,14.099999999999998,11.200000000000001,0.67,4.87,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202120,AG,contact_vuln,2765,indication,685845,36188,NA,0.072,7.199999999999999,10.7,0.4,5.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202121,AG,contact_vuln,7679,indication,685845,43867,NA,0.188,18.8,11.600000000000001,1.12,6.4,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202122,AG,contact_vuln,13027,indication,685845,56894,NA,0.254,25.4,13.200000000000001,1.9,8.3,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202123,AG,contact_vuln,5235,indication,685845,62129,NA,0.105,10.5,12.9,0.76,9.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202124,AG,contact_vuln,3530,indication,685845,65659,NA,0.083,8.3,12.6,0.51,9.57,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202125,AG,contact_vuln,2381,indication,685845,68040,NA,0.066,6.6000000000000005,12.2,0.35,9.92,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202126,AG,contact_vuln,1516,indication,685845,69556,NA,0.043,4.3,11.700000000000001,0.22,10.14,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202127,AG,contact_vuln,1434,indication,685845,70990,NA,0.04,4,11.3,0.21,10.35,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202128,AG,contact_vuln,2214,indication,685845,73204,NA,0.075,7.5,11.1,0.32,10.67,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202129,AG,contact_vuln,1643,indication,685845,74847,NA,0.086,8.6,11,0.24,10.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202130,AG,contact_vuln,1209,indication,685845,76056,NA,0.082,8.200000000000001,11,0.18,11.09,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202131,AG,contact_vuln,765,indication,685845,76821,NA,0.06,6,10.9,0.11,11.2,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202132,AG,contact_vuln,560,indication,685845,77381,NA,0.05,5,10.8,0.08,11.28,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202133,AG,contact_vuln,502,indication,685845,77883,NA,0.042,4.2,10.7,0.07,11.36,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202134,AG,contact_vuln,753,indication,685845,78636,NA,0.05,5,10.6,0.11,11.47,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202135,AG,contact_vuln,755,indication,685845,79391,NA,0.051,5.1,10.5,0.11,11.58,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202136,AG,contact_vuln,782,indication,685845,80173,NA,0.045,4.5,10.299999999999999,0.11,11.69,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202137,AG,contact_vuln,762,indication,685845,80935,NA,0.04,4,10.2,0.11,11.8,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202138,AG,contact_vuln,755,indication,685845,81690,NA,0.047,4.7,10.100000000000001,0.11,11.91,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202139,AG,contact_vuln,489,indication,685845,82179,NA,0.033,3.3000000000000003,10,0.07,11.98,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202140,AG,contact_vuln,550,indication,685845,82729,NA,0.041,4.1000000000000005,9.9,0.08,12.06,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202052,AG,contact_comm,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202053,AG,contact_comm,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202101,AG,contact_comm,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202102,AG,contact_comm,0,indication,685845,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202103,AG,contact_comm,30,indication,685845,30,NA,0.005,0.5,0.2,0,0,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202104,AG,contact_comm,19,indication,685845,49,NA,0.003,0.3,0.3,0,0.01,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
202105,AG,contact_comm,123,indication,685845,172,NA,0.014,1.4000000000000001,0.6,0.02,0.03,COVID19VaccDosesAdministered,2021-10-11_10-43-19,detailed
