date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202119,AG,male,8774,sex,344733,89561,2.55,25.98,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.475,47.5
202120,AG,male,8989,sex,344733,98550,2.61,28.59,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.493,49.3
202121,AG,male,12776,sex,344733,111326,3.71,32.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.517,51.7
202122,AG,male,14694,sex,344733,126020,4.26,36.56,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.539,53.900000000000006
202123,AG,male,17584,sex,344733,143604,5.1,41.66,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.547,54.7
202124,AG,male,14534,sex,344733,158138,4.22,45.87,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.557,55.7
202125,AG,male,7610,sex,344733,165748,2.21,48.08,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.534,53.400000000000006
202126,AG,male,5033,sex,344733,170781,1.46,49.54,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.514,51.4
202127,AG,male,2971,sex,344733,173752,0.86,50.4,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.521,52.1
202128,AG,male,2865,sex,344733,176617,0.83,51.23,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.52,52
202129,AG,male,2440,sex,344733,179057,0.71,51.94,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.51,51
202130,AG,male,2542,sex,344733,181599,0.74,52.68,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.519,51.9
202131,AG,male,2737,sex,344733,184336,0.79,53.47,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.506,50.6
202132,AG,male,2450,sex,344733,186786,0.71,54.18,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.512,51.2
202133,AG,male,3215,sex,344733,190001,0.93,55.12,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.492,49.2
202134,AG,male,4520,sex,344733,194521,1.31,56.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.499,49.9
202135,AG,male,4620,sex,344733,199141,1.34,57.77,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.503,50.3
202136,AG,male,6022,sex,344733,205163,1.75,59.51,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.523,52.300000000000004
202137,AG,male,6456,sex,344733,211619,1.87,61.39,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.541,54.1
202138,AG,male,3732,sex,344733,215351,1.08,62.47,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.517,51.7
202139,AG,male,2336,sex,344733,217687,0.68,63.15,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.51,51
202140,AG,male,1902,sex,344733,219589,0.55,63.7,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.512,51.2
202052,AG,female,6,sex,341112,6,0,0,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.75,75
202053,AG,female,130,sex,341112,136,0.04,0.04,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.699,69.89999999999999
202101,AG,female,1312,sex,341112,1448,0.38,0.42,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.525,52.5
202102,AG,female,1875,sex,341112,3323,0.55,0.97,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.55,55.00000000000001
202103,AG,female,3390,sex,341112,6713,0.99,1.97,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.542,54.2
202104,AG,female,3270,sex,341112,9983,0.96,2.93,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.579,57.9
202105,AG,female,3563,sex,341112,13546,1.04,3.97,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.6,60
202106,AG,female,3031,sex,341112,16577,0.89,4.86,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.601,60.099999999999994
202107,AG,female,2855,sex,341112,19432,0.84,5.7,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.543,54.300000000000004
202108,AG,female,4277,sex,341112,23709,1.25,6.95,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.525,52.5
202109,AG,female,4211,sex,341112,27920,1.23,8.18,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.537,53.7
202110,AG,female,4694,sex,341112,32614,1.38,9.56,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.537,53.7
202111,AG,female,2822,sex,341112,35436,0.83,10.39,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.536,53.6
202112,AG,female,4222,sex,341112,39658,1.24,11.63,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.526,52.6
202113,AG,female,4997,sex,341112,44655,1.46,13.09,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.525,52.5
202114,AG,female,6528,sex,341112,51183,1.91,15,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.533,53.300000000000004
202115,AG,female,10710,sex,341112,61893,3.14,18.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.571,57.099999999999994
202116,AG,female,11207,sex,341112,73100,3.29,21.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.51,51
202117,AG,female,8175,sex,341112,81275,2.4,23.83,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.52,52
202118,AG,female,11820,sex,341112,93095,3.47,27.29,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.505,50.5
202119,AG,female,9712,sex,341112,102807,2.85,30.14,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.525,52.5
202120,AG,female,9246,sex,341112,112053,2.71,32.85,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.507,50.7
202121,AG,female,11950,sex,341112,124003,3.5,36.35,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.483,48.3
202122,AG,female,12588,sex,341112,136591,3.69,40.04,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.461,46.1
202123,AG,female,14579,sex,341112,151170,4.27,44.32,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.453,45.300000000000004
202124,AG,female,11570,sex,341112,162740,3.39,47.71,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.443,44.3
202125,AG,female,6642,sex,341112,169382,1.95,49.66,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.466,46.6
202126,AG,female,4753,sex,341112,174135,1.39,51.05,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.486,48.6
202127,AG,female,2730,sex,341112,176865,0.8,51.85,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.479,47.9
202128,AG,female,2644,sex,341112,179509,0.78,52.62,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.48,48
202129,AG,female,2345,sex,341112,181854,0.69,53.31,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.49,49
202130,AG,female,2354,sex,341112,184208,0.69,54,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.481,48.1
202131,AG,female,2672,sex,341112,186880,0.78,54.79,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.494,49.4
202132,AG,female,2332,sex,341112,189212,0.68,55.47,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.488,48.8
202133,AG,female,3326,sex,341112,192538,0.98,56.44,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.508,50.8
202134,AG,female,4544,sex,341112,197082,1.33,57.78,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.501,50.1
202135,AG,female,4569,sex,341112,201651,1.34,59.12,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.497,49.7
202136,AG,female,5498,sex,341112,207149,1.61,60.73,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.477,47.699999999999996
202137,AG,female,5482,sex,341112,212631,1.61,62.33,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.459,45.9
202138,AG,female,3485,sex,341112,216116,1.02,63.36,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.483,48.3
202139,AG,female,2248,sex,341112,218364,0.66,64.02,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.49,49
202140,AG,female,1814,sex,341112,220178,0.53,64.55,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.488,48.8
202052,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202053,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202101,AG,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202102,AG,unknown,1,sex,NA,1,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202103,AG,unknown,1,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202104,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202105,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202106,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202107,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202108,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202109,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202110,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202111,AG,unknown,0,sex,NA,2,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202112,AG,unknown,1,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202113,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202114,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202115,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202116,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202117,AG,unknown,0,sex,NA,3,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202118,AG,unknown,1,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202119,AG,unknown,0,sex,NA,4,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202120,AG,unknown,2,sex,NA,6,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202121,AG,unknown,3,sex,NA,9,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202122,AG,unknown,3,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202123,AG,unknown,0,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202124,AG,unknown,0,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202125,AG,unknown,0,sex,NA,12,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202126,AG,unknown,3,sex,NA,15,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202127,AG,unknown,0,sex,NA,15,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202128,AG,unknown,0,sex,NA,15,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202129,AG,unknown,1,sex,NA,16,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202130,AG,unknown,1,sex,NA,17,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202131,AG,unknown,1,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202132,AG,unknown,0,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202133,AG,unknown,0,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202134,AG,unknown,0,sex,NA,18,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202135,AG,unknown,2,sex,NA,20,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202136,AG,unknown,2,sex,NA,22,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202137,AG,unknown,3,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202138,AG,unknown,0,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202139,AG,unknown,0,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202140,AG,unknown,0,sex,NA,25,NA,NA,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0,0
202052,AI,male,8,sex,8303,8,0.1,0.1,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.195,19.5
202053,AI,male,0,sex,8303,8,0,0.1,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,NA,NA
202101,AI,male,150,sex,8303,158,1.81,1.9,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.521,52.1
202102,AI,male,85,sex,8303,243,1.02,2.93,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.497,49.7
202103,AI,male,170,sex,8303,413,2.05,4.97,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.483,48.3
202104,AI,male,42,sex,8303,455,0.51,5.48,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.42,42
202105,AI,male,10,sex,8303,465,0.12,5.6,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.385,38.5
202106,AI,male,39,sex,8303,504,0.47,6.07,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.375,37.5
202107,AI,male,12,sex,8303,516,0.14,6.21,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.414,41.4
202108,AI,male,29,sex,8303,545,0.35,6.56,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.509,50.9
202109,AI,male,39,sex,8303,584,0.47,7.03,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.506,50.6
202110,AI,male,10,sex,8303,594,0.12,7.15,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.625,62.5
202111,AI,male,13,sex,8303,607,0.16,7.31,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.464,46.400000000000006
202112,AI,male,96,sex,8303,703,1.16,8.47,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.39,39
202113,AI,male,264,sex,8303,967,3.18,11.65,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.495,49.5
202114,AI,male,145,sex,8303,1112,1.75,13.39,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.48,48
202115,AI,male,51,sex,8303,1163,0.61,14.01,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.52,52
202116,AI,male,227,sex,8303,1390,2.73,16.74,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.518,51.800000000000004
202117,AI,male,233,sex,8303,1623,2.81,19.55,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.528,52.800000000000004
202118,AI,male,195,sex,8303,1818,2.35,21.9,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.508,50.8
202119,AI,male,218,sex,8303,2036,2.63,24.52,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.522,52.2
202120,AI,male,187,sex,8303,2223,2.25,26.77,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.547,54.7
202121,AI,male,366,sex,8303,2589,4.41,31.18,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.533,53.300000000000004
202122,AI,male,420,sex,8303,3009,5.06,36.24,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.547,54.7
202123,AI,male,190,sex,8303,3199,2.29,38.53,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.554,55.400000000000006
202124,AI,male,65,sex,8303,3264,0.78,39.31,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.481,48.1
202125,AI,male,79,sex,8303,3343,0.95,40.26,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.648,64.8
202126,AI,male,58,sex,8303,3401,0.7,40.96,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.592,59.199999999999996
202127,AI,male,52,sex,8303,3453,0.63,41.59,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.627,62.7
202128,AI,male,47,sex,8303,3500,0.57,42.15,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.522,52.2
202129,AI,male,16,sex,8303,3516,0.19,42.35,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.457,45.7
202130,AI,male,46,sex,8303,3562,0.55,42.9,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.495,49.5
202131,AI,male,51,sex,8303,3613,0.61,43.51,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.515,51.5
202132,AI,male,43,sex,8303,3656,0.52,44.03,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.494,49.4
202133,AI,male,65,sex,8303,3721,0.78,44.82,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.485,48.5
202134,AI,male,121,sex,8303,3842,1.46,46.27,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.5,50
202135,AI,male,106,sex,8303,3948,1.28,47.55,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.482,48.199999999999996
202136,AI,male,122,sex,8303,4070,1.47,49.02,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.547,54.7
202137,AI,male,200,sex,8303,4270,2.41,51.43,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.545,54.50000000000001
202138,AI,male,67,sex,8303,4337,0.81,52.23,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.496,49.6
202139,AI,male,44,sex,8303,4381,0.53,52.76,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.44,44
202140,AI,male,53,sex,8303,4434,0.64,53.4,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.546,54.6
202052,AI,female,33,sex,7825,33,0.42,0.42,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.805,80.5
202053,AI,female,0,sex,7825,33,0,0.42,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,NA,NA
202101,AI,female,138,sex,7825,171,1.76,2.19,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.479,47.9
202102,AI,female,86,sex,7825,257,1.1,3.28,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.503,50.3
202103,AI,female,182,sex,7825,439,2.33,5.61,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.517,51.7
202104,AI,female,58,sex,7825,497,0.74,6.35,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.58,57.99999999999999
202105,AI,female,16,sex,7825,513,0.2,6.56,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.615,61.5
202106,AI,female,65,sex,7825,578,0.83,7.39,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.625,62.5
202107,AI,female,17,sex,7825,595,0.22,7.6,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.586,58.599999999999994
202108,AI,female,28,sex,7825,623,0.36,7.96,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.491,49.1
202109,AI,female,38,sex,7825,661,0.49,8.45,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.494,49.4
202110,AI,female,6,sex,7825,667,0.08,8.52,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.375,37.5
202111,AI,female,15,sex,7825,682,0.19,8.72,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.536,53.6
202112,AI,female,150,sex,7825,832,1.92,10.63,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.61,61
202113,AI,female,269,sex,7825,1101,3.44,14.07,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.505,50.5
202114,AI,female,157,sex,7825,1258,2.01,16.08,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.52,52
202115,AI,female,47,sex,7825,1305,0.6,16.68,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.48,48
202116,AI,female,211,sex,7825,1516,2.7,19.37,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.482,48.199999999999996
202117,AI,female,208,sex,7825,1724,2.66,22.03,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.472,47.199999999999996
202118,AI,female,189,sex,7825,1913,2.42,24.45,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.492,49.2
202119,AI,female,200,sex,7825,2113,2.56,27,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.478,47.8
202120,AI,female,155,sex,7825,2268,1.98,28.98,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.453,45.300000000000004
202121,AI,female,321,sex,7825,2589,4.1,33.09,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.467,46.7
202122,AI,female,348,sex,7825,2937,4.45,37.53,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.453,45.300000000000004
202123,AI,female,153,sex,7825,3090,1.96,39.49,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.446,44.6
202124,AI,female,70,sex,7825,3160,0.89,40.38,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.519,51.9
202125,AI,female,43,sex,7825,3203,0.55,40.93,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.352,35.199999999999996
202126,AI,female,40,sex,7825,3243,0.51,41.44,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.408,40.8
202127,AI,female,31,sex,7825,3274,0.4,41.84,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.373,37.3
202128,AI,female,43,sex,7825,3317,0.55,42.39,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.478,47.8
202129,AI,female,19,sex,7825,3336,0.24,42.63,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.543,54.300000000000004
202130,AI,female,47,sex,7825,3383,0.6,43.23,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.505,50.5
202131,AI,female,48,sex,7825,3431,0.61,43.85,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.485,48.5
202132,AI,female,44,sex,7825,3475,0.56,44.41,COVID19AtLeastOneDosePersons,2021-10-11_10-43-19,detailed,0.506,50.6
